epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,114.912,0.99932,0.61692,0.97612,0.78681,0.78221,0.84402,0.51126,1.33355,0.97541,1.17508,0.000613088,0.000613088,0.000613088
18,121.426,0.96628,0.58836,0.9584,0.89138,0.79777,0.89648,0.58619,1.27291,0.91304,1.13114,0.000599343,0.000599343,0.000599343
19,128.126,0.9855,0.59875,0.97855,0.86632,0.81973,0.9034,0.53968,1.31248,0.90471,1.13466,0.000585599,0.000585599,0.000585599
20,134.856,0.96482,0.57803,0.96058,0.84712,0.87316,0.92435,0.56447,1.30906,0.82343,1.12672,0.000571854,0.000571854,0.000571854
21,141.515,0.93139,0.54494,0.9461,0.84954,0.85857,0.90695,0.52816,1.40848,0.90209,1.1588,0.00055811,0.00055811,0.00055811
22,148.68,0.93656,0.5392,0.94667,0.85702,0.85625,0.90132,0.5762,1.32337,0.90449,1.12627,0.000544365,0.000544365,0.000544365
23,155.355,0.94318,0.54641,0.95873,0.87117,0.8251,0.90418,0.53851,1.33561,0.92395,1.12139,0.000530621,0.000530621,0.000530621
24,162.179,0.89476,0.53218,0.94099,0.91235,0.74862,0.88902,0.56305,1.2556,0.85437,1.08337,0.000516877,0.000516877,0.000516877
25,168.717,0.92197,0.54359,0.94973,0.83037,0.83893,0.90005,0.57169,1.28532,0.82344,1.09013,0.000503132,0.000503132,0.000503132
26,175.2,0.94991,0.54775,0.95021,0.85191,0.84359,0.91909,0.5891,1.25608,0.77378,1.10267,0.000489387,0.000489387,0.000489387
27,181.998,0.94263,0.55483,0.96112,0.83986,0.85055,0.92048,0.59029,1.26081,0.80564,1.114,0.000475643,0.000475643,0.000475643
28,189.007,0.88115,0.50911,0.93268,0.9189,0.84505,0.94399,0.61209,1.24795,0.76383,1.11448,0.000461898,0.000461898,0.000461898
29,195.787,0.89418,0.51364,0.94787,0.89056,0.83647,0.93403,0.60268,1.25804,0.77742,1.11024,0.000448154,0.000448154,0.000448154
30,202.483,0.89544,0.51278,0.94899,0.89392,0.79797,0.91861,0.59568,1.28246,0.85159,1.10485,0.000434409,0.000434409,0.000434409
31,209.109,0.85453,0.4945,0.93182,0.88873,0.81491,0.88879,0.55372,1.31487,0.89438,1.1371,0.000420665,0.000420665,0.000420665
32,215.948,0.88599,0.5056,0.94218,0.8781,0.83283,0.90433,0.58287,1.24013,0.83485,1.09855,0.00040692,0.00040692,0.00040692
33,222.693,0.85812,0.48901,0.93079,0.87263,0.83265,0.90829,0.58473,1.24981,0.80351,1.11046,0.000393176,0.000393176,0.000393176
34,229.61,0.89717,0.5074,0.93598,0.91607,0.82101,0.92021,0.57559,1.28117,0.79997,1.10804,0.000379431,0.000379431,0.000379431
35,236.284,0.83227,0.49509,0.93011,0.89079,0.86606,0.94297,0.59025,1.29549,0.76434,1.11446,0.000365687,0.000365687,0.000365687
36,242.94,0.84215,0.485,0.92582,0.91395,0.88247,0.94356,0.59736,1.23561,0.72481,1.08119,0.000351942,0.000351942,0.000351942
37,249.545,0.82371,0.48656,0.9297,0.92007,0.88991,0.9435,0.59273,1.24649,0.73395,1.0707,0.000338198,0.000338198,0.000338198
38,256.475,0.8092,0.46222,0.9139,0.8815,0.91632,0.94187,0.58559,1.24291,0.74138,1.07746,0.000324453,0.000324453,0.000324453
39,262.885,0.83037,0.47987,0.93358,0.89316,0.8804,0.93412,0.58863,1.23212,0.76225,1.07907,0.000310709,0.000310709,0.000310709
40,269.836,0.81631,0.46805,0.92233,0.90001,0.86203,0.92283,0.59085,1.21955,0.78475,1.07573,0.000296964,0.000296964,0.000296964
41,276.575,0.81516,0.46378,0.92555,0.88272,0.91416,0.94458,0.6051,1.2382,0.73849,1.0796,0.00028322,0.00028322,0.00028322
42,283.421,0.81341,0.46711,0.92178,0.88694,0.9054,0.95015,0.59833,1.25364,0.72901,1.0851,0.000269475,0.000269475,0.000269475
43,290.044,0.77877,0.44547,0.90527,0.93819,0.84701,0.93146,0.61168,1.2372,0.75132,1.07248,0.000255731,0.000255731,0.000255731
44,297.039,0.77116,0.43912,0.91617,0.93654,0.8417,0.92466,0.60371,1.24908,0.78619,1.07927,0.000241986,0.000241986,0.000241986
45,303.804,0.79325,0.45058,0.92084,0.92352,0.81777,0.91399,0.59145,1.25933,0.78693,1.09512,0.000228242,0.000228242,0.000228242
46,310.475,0.77105,0.43399,0.90505,0.94784,0.83184,0.93385,0.61242,1.21929,0.73809,1.08232,0.000214497,0.000214497,0.000214497
47,317.94,0.76896,0.43811,0.9045,0.92549,0.87776,0.94591,0.63115,1.20344,0.70475,1.06514,0.000200753,0.000200753,0.000200753
48,325.184,0.75357,0.43193,0.91168,0.93675,0.86295,0.94783,0.61725,1.21165,0.69915,1.06879,0.000187008,0.000187008,0.000187008
49,333.008,0.74939,0.42357,0.89765,0.9188,0.90083,0.95069,0.62589,1.19168,0.69816,1.06069,0.000173264,0.000173264,0.000173264
50,340.265,0.73417,0.42349,0.90313,0.95531,0.86526,0.94979,0.63426,1.18666,0.68623,1.0587,0.00015952,0.00015952,0.00015952
51,348.957,0.69329,0.38229,0.88992,0.9233,0.90618,0.95435,0.63981,1.20104,0.68478,1.05451,0.000145775,0.000145775,0.000145775
52,356.021,0.68041,0.37579,0.88736,0.94847,0.89938,0.95538,0.63227,1.20286,0.68511,1.07461,0.000132031,0.000132031,0.000132031
53,361.699,0.67828,0.37738,0.88454,0.95081,0.89302,0.94205,0.61355,1.21488,0.69368,1.08356,0.000118286,0.000118286,0.000118286
54,368.323,0.66728,0.36832,0.89048,0.94797,0.88129,0.94055,0.60323,1.22925,0.72428,1.08207,0.000104542,0.000104542,0.000104542
55,374.103,0.67319,0.37161,0.89504,0.9383,0.88132,0.93998,0.60433,1.23863,0.73344,1.09,9.0797e-05,9.0797e-05,9.0797e-05
56,380.137,0.63292,0.35589,0.87051,0.95213,0.87119,0.94337,0.62416,1.22654,0.71763,1.07698,7.70525e-05,7.70525e-05,7.70525e-05
57,386.184,0.63743,0.36163,0.87775,0.94283,0.87566,0.94237,0.62294,1.20368,0.70711,1.07241,6.3308e-05,6.3308e-05,6.3308e-05
58,391.809,0.63937,0.35659,0.88186,0.94406,0.89116,0.94411,0.62585,1.19873,0.69754,1.0646,4.95635e-05,4.95635e-05,4.95635e-05
59,398.139,0.62351,0.35088,0.87041,0.93479,0.8852,0.94295,0.62889,1.20206,0.69553,1.06432,3.5819e-05,3.5819e-05,3.5819e-05
60,403.623,0.6058,0.34794,0.87256,0.94235,0.88394,0.94113,0.63057,1.19867,0.70043,1.06455,2.20745e-05,2.20745e-05,2.20745e-05
